"","Coauthor","Paper","Journal","AuthorID","PaperID"
"180","AllenNewell;CharlesForgy;RobertGWedig","Initial Assessment of Architectures for Production Systems ","AAAI National Conference Artificial Intelligence",1,180
"181","AllenNewell;CharlesForgy;RobertGWedig","Parallel Algorithms and Architectures for Rule-Based Systems ","ISCA International Symposium Computer Architecture",1,181
"182","AllenNewell;CharlesForgy;DirkKalp;MilindTambe","Parallel OPS on the Encore Multimax ","ICPP International Conference Parallel Processing",1,182
"183","AllenNewell;BrianMilnes;CharlesForgy;DirkKalp;MilindTambe","Soar/PSM-E: Investigating Match Parallelism in a Learning Production System ","PPOPP Principles Practice of Parallel Programming PPEALS Symposium Principles and Practice of Parallel Programming",1,183
"184","EdwardRothberg;JaswinderPalSingh","Modeling Communication in Parallel Algorithms: A Fruitful Interaction Between Theory and Systems?","SPAA ACM Symposium Parallel Algorithms and Architectures",1,184
"185","LiweiHe","Exploring benefits of non-linear time compression ","ACM Multimedia",1,185
"186","LiweiHe;ElizabethSanocki;AnoopGupta;JonathanGrudin","Auto summarization of audiovideo presentations,","",1,186
"187","JohnHeinlein;KouroshGharachorloo;MendelRosenblum;RobertPBosch","Coherent Block Data Transfer in the FLASH Multiprocessor ","IPPS International Parallel Processing Symposium",1,187
"188","JohnHeinlein;KouroshGharachorloo;ScottDresser","Integration of Message Passing and Shared Memory in the Stanford FLASH Multiprocessor ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,188
"189","JohnLHennessy;JosepTorrellas","Characterizing the Caching and Synchronization Performance of a Multiprocessor Operating System ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,189
"190","JohnLHennessy;RohitChandra","COOL: An Object-Based Language for Parallel Programming ","IEEE Computer",1,190
"191","JohnLHennessy;KouroshGharachorloo;ToddCMowry;Wolf-DietrichWeber","Comparative Evaluation of Latency Reducing and Tolerating Techniques ","ISCA International Symposium Computer Architecture",1,191
"192","JohnLHennessy;RohitChandra","Data Locality and Load Balancing in COOL ","PPOPP Principles Practice of Parallel Programming",1,192
"193","EdwardRothberg","Experiences Implementing a Parallel ATMS on a Shared-Memory Multiprocessor ","IJCAI International Joint Conference Artificial Intelligence",1,193
"194","JohnLHennessy;KouroshGharachorloo","Hiding Memory Latency using Dynamic Scheduling in Shared-Memory Multiprocessors ","ISCA International Symposium Computer Architecture",1,194
"195","EdwardRothberg;JaswinderPalSingh;AnoopGupta","Working Sets Cache Sizes,"," ISCA International Symposium Computer Architecture",1,195
"196","JohnLHennessy;MarkHeinrich;VijayaraghavanSoundararajan","A Quantitative Analysis of the Performance and Scalability of Distributed Shared Memory ","IEEE Trans Computers",1,196
"197","EdwardRothberg;JaswinderPalSingh","Working Sets, Cache Sizes, and Node Granularity Issues for Large-Scale Multiprocessors ","ISCA International Symposium Computer Architecture",1,197
"198","","Stanford DASH Multiprocessor: The Hardware and Software Approach ","PARLE Parallel Architectures and Languages Europe",1,198
"199","EdwardRothberg","Parallel ICCG on a hierarchical memory multiprocessor - Addressing the triangular solve bottleneck ","Parallel Computing",1,199
"200","AlexAcero;YongRui","Automatically extracting highlights for TV Baseball programs ","ACM Multimedia",1,200
"201","EdwardRothberg","Techniques for improving the performance of sparse matrix factorization on multiprocessor workstations ","Supercomputing",1,201
"202","AnuragAcharya;MilindTambe","Implementation of Production Systems on Message-Passing Computers ","IEEE Trans Parallel Distrib Syst",1,202
"203","EdwardRothburg","An efficient block-oriented approach to parallel sparse Cholesky factorization ","Supercomputing",1,203
"204","AnantAgarwal","Memory-Reference Characteristics of Multiprocessor Applications under MACH ","SIGMETRICS Measurement and Modeling of Computer Systems",1,204
"205","YongRui;Li-weiHe;AnoopGupta;QiongLiu","Building an intelligent camera management system,"," ACM_Multimedia",1,205
"206","AvneeshAgrawal;NavinChaddha;TeresaHYMeng","Variable Compression Using JPEG ","ICMCS International Conference Multimedia Computing and Systems",1,206
"207","YongRui;AnoopGupta;AlexAcero","Automatically extracting highlights for TV Baseball programs,"," ACM_Multimedia",1,207
"208","AnandBalachandran;ElizabethSanocki;GavinJancke;JonathanGrudin;JonathanJCadiz","Distance learning through distributed collaborative video viewing ","CSCW Conference Computer Supported Cooperative Work",1,208
"209","ElizabethSanocki;FrancisCLi;Li-weiHe;YongRui","Browsing digital video ","CHI Conference Human Factors Computing Systems",1,209
"210","FranzBarachini;HansMistelberger","Run-Time Prediction for Production Systems ","AAAI National Conference Artificial Intelligence",1,210
"211","DavidBargeron;ElizabethSanocki;JonathanGrudin","Annotations for Streaming Video on the Web: System Design and Usage Studies ","Computer Networks",1,211
"212","ElizabethSanocki;JonathanGrudin;LiweiHe","Comparing presentation summaries: slides vs reading vs listening ","CHI Conference Human Factors Computing Systems",1,212
"213","DavidBargeron;ElizabethSanocki;FrancisCLi;JonathanGrudin","Asynchronous Collaboration around Multimedia and its Application to On-Demand Training ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES",1,213
"214","JohnLHennessy;KouroshGharachorloo","Performance Evaluation of Memory Consistency Models for Shared Memory Multiprocessors ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,214
"215","JohnLHennessy;KouroshGharachorloo;MarkDHill;SaritaVAdve","Programming for Different Memory Consistency Models ","J Parallel Distrib Comput",1,215
"216","JohnLHennessy;KouroshGharachorloo","Two Techniques to Enhance the Performance of Memory Consistency Models ","ICPP International Conference Parallel Processing",1,216
"217","ChrisHolt;JaswinderPalSingh;JohnLHennessy;TakashiTotsuka","Load Balancing and Data locality in Adaptive Hierarchical N-Body Methods: Barnes-Hut, Fast Multipole, and Rasiosity ","J Parallel Distrib Comput",1,217
"218","ChrisHolt;JaswinderPalSingh;JohnLHennessy","A parallel adaptive fast multipole method ","Supercomputing",1,218
"219","GavinJancke;GinaDanielleVenolia;JonathanJCadiz","Designing and deploying an information awareness interface ","CSCW Conference Computer Supported Cooperative Work",1,219
"220","GavinJancke;GinaDanielleVenolia;JonathanGrudin;JonathanJCadiz","Linking public spaces: technical and social issues ","CHI Conference Human Factors Computing Systems",1,220
"221","GavinJancke;JonathanGrudin","Presenting to local and remote audiences: design and use of the TELEP system ","CHI Conference Human Factors Computing Systems",1,221
"222","ElizabethSanocki;GregKimberly;HarryChesley;JonathanGrudin;StephenAWhite","Evolving Use of a System for Education at a Distance ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES",1,222
"223","MonicaSLam;ToddCMowry","Design and Evaluation of a Compiler Algorithm for Prefetching ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,223
"224","ElizabethSanocki;JonathanGrudin;LiweiHe;NosaOmoigui","Time-Compression: Systems Concerns, Usage, and Benefits ","CHI Conference Human Factors Computing Systems",1,224
"225","JamesLaudon;MarkHorowitz","Interleaving: A Multithreading Technique Targeting Multiprocessors and Workstations ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,225
"226","ElizabethSanocki;JonathanGrudin;LiweiHe","Auto-summarization of audio-video presentations ","ACM Multimedia",1,226
"227","JaswinderPalSingh;JohnLHennessy","Implications of Hierarchical N-Body Methods for Multiprocessor Architectures","ACM Trans Comput Syst",1,227
"228","JaswinderPalSingh;JohnLHennessy;TrumanJoe","An empirical comparison of the Kendall Square Research KSR- and Stanford DASH multiprocessors ","Supercomputing",1,228
"229","JaswinderPalSingh;MarcLevoy","Parallel Visualization Algorithms: Performance and Architectural Implications ","IEEE Computer",1,229
"230","JaswinderPalSingh;JohnLHennessy","Scaling Parallel Programs for Multiprocessors: Methodology and Examples ","IEEE Computer",1,230
"231","BurtonJSmith;DavidCDouglas;DavidMaier;FredericaDarema;JustinRatner;OlafMLubeck;PaulMessina","What's in the future for parallel architectures?","Supercomputing",1,231
"232","LarrySoul&eacute;","Characterization of Parallelism and Deadlocks in Distributed Digital Logic Simulation ","DAC Design Automation Conference",1,232
"233","LarrySoul&eacute;","An Evaluation of the Chandy-Misra-Bryant Algorithm for Digital Logic Simulation ","ACM Trans Model Comput Simul",1,233
"234","AJBernheimBrush;DavidBargeron;JonathanGrudin","Notification for shared annotation of digital documents ","CHI Conference Human Factors Computing Systems",1,234
"235","AJBernheimBrush;DavidBargeron;JonathanJCadiz","Robust annotation positioning in digital documents ","CHI Conference Human Factors Computing Systems",1,235
"236","EdouardBugnion;EmmettWitchel;MendelRosenblum;StephenAlanHerrod","The Impact of Architectural Trends on Operating System Performance ","SOSP Symposium Operating Systems Principles",1,236
"237","BenVerghese;JohnLHennessy;KouroshGharachorloo;MarkHeinrich;VijayaraghavanSoundararajan","Flexible Use of Memory for Replication/Migration in Cache-Coherent DSM Multiprocessors ","ISCA International Symposium Computer Architecture",1,237
"238","JonathanJCadiz;YongRui","Viewing meeting captured by an omni-directional camera ","CHI Conference Human Factors Computing Systems",1,238
"239","BenVerghese;MendelRosenblum","Performance Isolation: Sharing and Isolation in Shared-Memory Multiprocessors ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,239
"240","JonathanJCadiz;QiongLiu;YongRui","Automating camera management for lecture room environments ","CHI Conference Human Factors Computing Systems",1,240
"241","BenVerghese;MendelRosenblum;ScottDevine","Operating System Support for Improving Data Locality on CC-NUMA Compute Servers ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,241
"242","RohitChandra;ScottDevine;BenVerghese;AnoopGupta;MendelRosenblum","Scheduling and Page Migration for Multiprocessor Compute Servers,"," ASPLOS Architectural Support for Programming Languages and Operating Systems",1,242
"243","AnshulKothari;DivyakantAgrawal;SubhashSuri","Range Addressable Network: A P P Cache Architecture for Data Ranges ","Peer to Peer Computing",20,243
"244","AmrElAbbadi;DivyakantAgrawal","Approximate Range Selection Queries in Peer-to-Peer Systems ","CIDR Conference Innovative Data Systems Research",20,244
"245","MarciaKilchenmanO'Malley","Passive and Active Assistance for Human Performance of a Simulated Underactuated Dynamic Task ","HAPTICS",20,245
"246","DanielPSiewiorek","Automated Multi-Cycle Symbolic Timing Verification of Microprocessor-Based Designs ","DAC Design Automation Conference",21,246
"247","AudreyABrennan;DanielPSiewiorek;PatrickEdmond","ASSURE: Automated Design for Dependability ","DAC Design Automation Conference",21,247
"248","DanielPSiewiorek;WilliamPBirmingham","The MICON System for Computer Design ","DAC Design Automation Conference",21,248
"249","Wen-meiWHwu","Xprof: Profiling the Execution of X Window Programs ","SIGMETRICS Measurement and Modeling of Computer Systems",22,249
"250","Wen-meiWHwu","An execution Profiler for Window-oriented Applications ","Softw Pract Exper",22,250
"251","WKentFuchs","Garbage Collection in a Distributed Object-Oriented System ","IEEE Trans Knowl Data Eng",22,251
"252","IanFAkyildiz;RichardFujimoto","Performance Analysis of Time Warp with Homogeneous Processors and Exponential Task Times ","SIGMETRICS Measurement and Modeling of Computer Systems",23,252
"253","IanFAkyildiz;RichardFujimoto","Performance Analysis of Time Warp With Multiple Homogeneous Processors ","IEEE Trans Software Eng",23,253
"254","AWong;GerardJounghyunKim;RamDSriram;SRGorti","An object-oriented representation for product and design processes ","Computer Aided Design",24,254
"255","MuraliVemulapati;RamDSriram","Incremental Loading in the Persistent C++ Language E ","JOOP Journal of Object Oriented Programming",24,255
"256","RSekar","An Approach for Detecting Self-propagating Email Using Anomaly Detection ","RAID",25,256
"257","ATiwari;HYang;JFrullo;RSekar;SZhou;TShanbhag","Specification-based anomaly detection: a new approach for detecting network intrusions ","ACM Conference Computer and Communications Security",25,257
"258","ManishBhide;MukeshMohania","Towards Bringing Database Management Task in the Realm of IT non-Experts ","ICDE International Conference Data Engineering",26,258
"259","ManishBhide;MukeshMohania;SandeepPandey","Dynamic Access Control Framework Based On Events ","ICDE International Conference Data Engineering",26,259
"260","TWeymouth;RJain","Semantic queries with pictures: the VIMSYS model"," Proc International Conference Very Large Data Bases Barcelona Edited by Lohman G M Sernadas A Camps R San Mateo Computer Animation Morgan Kaufmann",2,260
"261","BLud������scher;MEMartone;XQian;JTran;IZaslavsky"," A System for Managing Alternate Models in Model-based Mediation"," British National Conference Databases BNCOD British National Conference Databases",2,261
"262","BLud������scher"," The Many Faces of Process Interaction Graphs: A Data Management Perspective"," OMICS A Journal of Integrative Biology",2,262
"263","SSantini"," Toward a Feature Algebra for Visual Databases: a Case Study with Histogram Algebra"," VDB Visual Database Systems Int Conf Visual Databases Tokyo",2,263
