"Coauthor","Paper","Journal","AuthorID","PaperID"
"MRamscar;HPain","Do we know what the user knows, and does it matter?","","18","200"
"MRamscar","Design, 'information' and the super-highway: roadworks ahead?","","18","201"
"MRamscar;HPain;SDarrington","Examples and generalisations: using surface versus structural recall biases to probe conceptual storage","","18","202"
"MRamscar;HPain","Reply to Per Galle: 'Product Modelling: years of Stalemate?'","","18","203"
"","Intelligence and Multimodality in Multimedia Interfaces: Research & Applications ","","18","204"
"","Intelligent Interfaces and UIMS","","18","205"
"","Review of Mark Platts, 'Ways of Meaning' nd Edn ","","18","206"
"","Roles for intelligence in multimedia: report on the IMMI- Workshop","","18","207"
"KStenning;JMcKendree;RCox;FDineen;TMayes","Vicarious Learning from Educational Dialogue","","18","208"
"","Similarity and Depiction","","18","209"
"KeithStenning","Anaphora in Multimodal Discourse ","Multimodal Human Computer Communication","18","210"
"FDineen;JMcKendree","Supporting student discussions: it isn't just talk","","18","211"
"DWang","Visual reasoning: its formal semantics and applications","","18","212"
"AntonyMaciocia;DuncanAbela;ManolisMavrikis","User-Centred Design &amp; Development of an Applied Web-Based ITS ","ICALT IEEE International Conference Advanced Learning Technologies","18","213"
"DWang","Pictorial concepts and a concept-supporting graphical system","","18","214"
"ManolisMavrikis","Towards More Affective Tutoring Systems ","Intelligent Tutoring Systems","18","215"
"DWang;HZeevat","Reasoning with diagrammatic representations","","18","216"
"MTMaybury","Multimedia and multimodal interaction structure","","18","217"
"HenkZeevat","Integrating natural language and graphics in dialogue ","INTERACT International Conference Human Computer Interaction","18","218"
"TMayes;FDineen;JSmith","Developing Tertiary Courseware through capturing Task Directed Discussions Lee","","18","219"
"Joong-KyungRyu;Kyung-YongJung","A New Collaborative Filtering Method Using Representative Attributes-neighborhood and Bayesian Estimated Value ","IC AI Artificial Intelligence","19","220"
"Kyung-YongJung","Prediction of User Preference in Recommendation System Using Associative User Clustering and Bayesian Estimated Value ","Australian Joint Conference Artificial Intelligence","19","221"
"Kyung-YongJung;Young-JooNa","FDRAS: Fashion Design Recommender Agent System Using the Extraction of Representative Sensibility and the Two-Way Combined Filtering on Textile ","DEXA Database and Expert Systems Applications","19","222"
"Su-JeongKo","Optimization of Association Word Knowledge Base through Genetic Algorithm ","DaWaK","19","223"
"Su-JeongKo","User Preference Mining through Collaborative Filtering and Content Based Filtering in Recommender System ","EC ACM Conference Electronic Web","19","224"
"JunHyeogChoi;Su-JeongKo","Bayesian Web Document Classification through Optimizing Association Word ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems","19","225"
"Su-JeongKo","Feature Selection Using Association Word Mining for Classification ","DEXA Database and Expert Systems Applications","19","226"
"JHMLee;HFLeung;HWWon","Extending GENET for non-binary CSP's,","Seventh IEEE International Conference Tools with Artificial Intelligence IEEE Computer Society Press p D C","1","227"
"KennethMFChoi;PeterJStuckey","A Lagrangian reconstruction of GENET ","Artif Intell","1","228"
"JHMLee;HFLeung","Incremental Querying in the Concurrent CLP Language IFD-Constraint Pandora,"," ACM Symposium Applied Computing ACM Press","1","229"
"ChiuWoChoi;PeterJStuckey","Propagation Redundancy in Redundant Modelling ","CP Principles and Practice of Constraint Programming","1","230"
"Ho-FungLeung;Hon-WingWon;PeterJStuckey;VWLTam","Using Stochastic Methods to Guide Search in CLP: A Preliminary Report ","ASIAN Asian Computing Science Conference","1","231"
"JHMLee;TWLee","A WAM-Based Abstract Machine for Interval Constraint Logic Programming ,","Sixth IEEE International Conference Tools with Artificial Intelligence IEEE Computer Society Press New Orleans","1","232"
"MaartenHvanEmden","Adapting CLP to Floating-Point Arithmetic ","FGCS Fifth Generation Computer Systems","1","233"
"Ho-FungLeung;XudongLuo","A Spectrum of Compensation Aggregation Operators ","FUZZ IEEE","1","234"
"JHMLee;HFLeung","An Execution Scheme for Interactive Problem-Solving in Concurrent Constraint Logic Programming Languages pages ,","Department of Computer Science and Engineering The Chinese University of Hong Kong for publication to Computer Languages","1","235"
"MaartenHvanEmden","Interval Computation as Deduction in CHIP ","J Log Program","1","236"
"Ho-FungLeung;XudongLuo","Theory and Properties of a Selfish Protocol for Multi-Agent Meeting Scheduling Using Fuzzy Constraints ","ECAI European Conference Artificial Intelligence","1","237"
"JHMLee;MHvanEmden","Interval Computation as Deduction in CHIP,","Journal of Logic Programming North","1","238"
"Ho-FungLeung;Hon-WingWon","Towards a More Efficient Stochastic Constraint Solver ","CP Principles and Practice of Constraint Programming","1","239"
"JHMLee;HFLeung;HWWon","Performance of a Comprehensive and Efficient Constraint Library using Local Search,"," th Australian Joint Conference Artificial Intelligence pages Springer Verlag LNAI Brisbane","1","240"
"PKCPun","Object Logic Integration: A Multiparadigm Design Methodology and a Programming Language ","Comput Lang","1","241"
"JHMLee;MHvanEmden","Pruning Search Trees by Cylindrical Closures,","IEEE Pacific Rim Conference Communications Computers and Signal Processing IEEE Computer Society Press","1","242"
"PKCPun","An Overview of the OLI Multiparadigm Programming Language and Its Semantics ","OOIS Object Oriented Information Systems","1","243"
"JHMLee;HFLeung;PJStuckey;VWLTam;HWWon","Using Stochastic Methods to Guide Search in CLP: a Preliminary Report,"," Asian Computing Science Conference pages Springer Verlag LNCS","1","244"
"JHMLeeVWLTam","A Framework for Integrating Artificial Neural Networks and Logic Programming,","International Journal Artificial Intelligence Tools World Scientific","1","245"
"ChiKanCheng;PeterJStuckey","Box Constraint Collections for Adhoc Constraints ","CP Principles and Practice of Constraint Programming","1","246"
"VWLTam","Towards the Integration of Artificial Neural Networks and Constraint Logic Programming ","ICTAI International Conference Tools with Artificial Intelligence","1","247"
"BMWCheng;JHMLee;JCKWu","A Constraint-Based Nurse Rostering System Using a Redundant Modeling Approach,","Eighth IEEE International Conference Tools with Artificial Intelligence pages IEEE Computer Society Press Toulouse","1","248"
"HWWon;Ho-FungLeung","Performance of a Comprehensive and Efficient Constraint Library Based on Local Search ","Australian Joint Conference Artificial Intelligence","1","249"
"BMWCheng;JCKWu;KennethMFChoi","Increasing Constraint Propagation by Redundant Modeling: an Experience Report ","Constraints","1","250"
"CCKWong;JCKLeung","Construction of a WYSIWYG LaTeX Typesetting System Using Object-oriented Design ","Software Quality and Productivity","1","251"
"BMWCheng;JCKWu","A nurse rostering system using constraint programming and redundant modeling ","IEEE Transactions Information Technology Biomedicine","1","252"
"BMWCheng;JHMLee;JCKWu","Speeding Up Constraint Propagation By Redundant Modeling,","Second International Conference Principles and Practi ce of Constraint Programming pages Springer Verlag LNCS","1","253"
"MHMCheng;MHvanEmden;JHMLee","Tables as a User Interface for Logic Programs,","International Conference Fifth Generation Computer Systems Tokyo","1","254"
"CKChiu;CMChou;JHMLee;HFLeung;YWLeung","A Constraint-Based Interactive Train Rescheduling Tool,","Second International Conference Principles and Practice of Constraint Programming pages Springer Verlag LNCS","1","255"
"CKChiu;CMChou;Ho-FungLeung;YWLeung","A Constraint-Based Interactive Train Rescheduling Tool ","Constraints","1","256"
"CKChiu;CMChou;JHMLee;HFLeung;YWLeung","A Constraint-Based Interactive Train Rescheduling Tool pages ,","Department of Computer Science and Engineering The Chinese University of Hong Kong for publication to CONSTRAINTS","1","257"
"MaartenHvanEmden;MantisHMCheng","Tables as a User Interface for Logic Programs ","FGCS Fifth Generation Computer Systems","1","258"
"HaiFang;PeterJStuckey;YKilani","Reducing Search Space in Local Search for Constraint Satisfaction ","AAAI National Conference Artificial Intelligence IAAI The Twelfth Innovative Applications of Artificial Intelligence","1","259"
"KinChuenHui;PhilippeCodognet;StefanoBistarelli","Solving Finite Domain Constraint Hierarchies by Local Consistency and Tree Search ","CP Principles and Practice of Constraint Programming","1","260"
"RWLKam;JHMLee","Fuzzifying the Constraint Hierarchies Framework,","Fourth International Conference Principles and Practices of Constraint Programming pages Springer Verlag LNCS Pisa","1","261"
"JHMLee;PKCPun","The OLI Multiparadigm Programming Language and Its Semantics,","Third International Conference Object Oriented Information Systems pages Springer Verlag London U K","1","262"
"YCLaw","Algebraic Properties of CSP Model Operators ","CP Principles and Practice of Constraint Programming","1","263"
"JHMLee;HFLeung;HWWon","Towards a More Efficient Stochastic Constraint Solver,","Second International Conference Principles and Practice of Constraint Programming pages Springer Verlag LNCS","1","264"
"YCLaw","Model Induction: A New Source of CSP Model Redundancy ","AAAI National Conference Artificial Intelligence IAAI The Twelfth Innovative Applications of Artificial Intelligence","1","265"
"JHMLee;VWLTam","Towards the Integration of Artificial Neural Networks and Constraint Logic Programming ,","Sixth IEEE International Conference Tools with Artificial Intelligence IEEE Computer Society Press New Orleans","1","266"
"JHMLee;PKCPun","Object Logic Integration: a Multiparadigm Design Methodology and a Programming Language,","Computer Languages","1","267"
"Ho-FungLeung;NicholasRJennings;NigelShadbolt;XudongLuo","A fuzzy constraint based model for bilateral, multi-issue negotiations in semi-competitive environments ","Artif Intell","1","268"
"JHMLee;PKCPun","Object Logic Integration: a Scheme for Multiparadigm Design and Programming,","Eighteenth International Conference and Exhibition Technology of Object Oriented Languages and Systems Prentice Hall","1","269"
"LeiZhao","A Real-Time Agent Architecture: Design, Implementation and Evaluation ","PRIMA International Workshop Multi Agents","1","270"
"Ho-FungLeung","IQ: towards incremental query processing in non-deterministic concurrent constraint logic programming ","SAC Selected Areas Cryptography","1","271"
"JHMLee;JCKLeung;CCKWong","Construction of a WYSIWYG LaTeX Typesetting System using Object-oriented Design,","First IFIP International Federation for Information Processing SQI International Conference Software Quality and Productivity theory practice education and training Chapman Hall Hong Kong","1","272"
"Ho-FungLeung","Incremental querying in the concurrent CLP language IFD-Constraint Pandora ","SAC Selected Areas Cryptography","1","273"
"JHMLee;MHvanEmden","Adapting CLP R to Floating-Point Arithmetic,","International Conference Fifth Generation Computer Systems Tokyo","1","274"
"Ho-FungLeung;XudongLuo","Weighted/Prioritised Compensatory Aggregation ","FUZZ IEEE","1","275"
"Ho-FungLeung","An execution scheme for interactive problem-solving in concurrent constraint logic programming languages ","Comput Lang","1","276"
"Ho-FungLeung;XudongLuo","A New Axiomatic Framework for Prioritized Fuzzy Constraint Satisfaction Problems ","PRICAI Pacific Rim International Conference Artificial Intelligence","1","277"
"Ho-FungLeung;NicholasRJennings;XudongLuo","Prioritised fuzzy constraint satisfaction problems: axioms, instantiation and validation ","Fuzzy Sets and Systems","1","278"
"CKChiu;JHMLee","Efficient Interval Linear Equality Solving in Constraint Logic Programming pages ,","Department of Computer Science and Engineering The Chinese University of Hong Kong for publication to Reliable Computing","1","279"
"CKChiu;JHMLee","Extending HCLP with Partially Ordered Hierarchies and Composite Constraints,","Journal of Experimental and Theoretical Artificial Intelligence pages Francis Ltd","1","280"
"CKChiu;JHMLee","Interval Linear Constraint Solving Using the Pre-conditioned Interval Gauss-Seidel Method,","Twelfth International Conference Logic Programming MIT Press Kanagawa","1","281"
"CKChiu","Towards Practical Interval Constraint Solving in Logic Programming ","SLP Symposium Logic Programming","1","282"
"CKChiu;JHMLee","Towards Practical Interval Constraint Solving in Logic Programming , Logic Programming:","Proceedings of the International Symposium MIT Press","1","283"
